client_id,age,job,marital,education,balance,in_default,housing,loan,duration,campaign,pdays,previous,poutcome,y
3834637,46,services,married,primary,179.0,no,yes,no,1778,1,-1,0,unknown,unknown
6590410,32,admin.,married,tertiary,0.0,no,yes,no,138,1,-1,0,unknown,no
7443567,53,technician,divorced,secondary,989.0,no,yes,no,812,1,-1,0,unknown,unknown
1918359,57,blue-collar,married,primary,249.0,no,yes,no,164,1,-1,0,unknown,unknown
2589942,33,services,married,secondary,790.0,no,yes,no,391,1,-1,0,unknown,unknown
1536534,49,blue-collar,married,unknown,154.0,no,yes,no,357,1,-1,0,unknown,unknown
3930582,51,management,married,tertiary,6530.0,no,yes,no,91,1,-1,0,unknown,unknown
3838239,60,retired,married,tertiary,100.0,no,no,no,528,1,-1,0,unknown,unknown
5453909,59,management,divorced,tertiary,59.0,no,yes,no,273,1,-1,0,unknown,unknown
7087253,55,technician,married,secondary,1205.0,no,yes,no,158,2,-1,0,unknown,unknown
1947127,35,blue-collar,single,secondary,12223.0,no,yes,yes,177,1,-1,0,unknown,unknown
4818448,57,blue-collar,married,secondary,5935.0,no,yes,yes,258,1,-1,0,unknown,unknown
5550363,31,services,married,secondary,25.0,no,yes,yes,172,1,-1,0,unknown,unknown
4184875,54,management,married,secondary,282.0,no,yes,yes,154,1,-1,0,unknown,unknown
1994763,55,blue-collar,married,primary,23.0,no,yes,no,291,1,-1,0,unknown,unknown
9638025,43,technician,married,secondary,1937.0,no,yes,no,181,1,-1,0,unknown,unknown
7514575,53,technician,married,secondary,384.0,no,yes,no,176,1,-1,0,unknown,unknown
5115176,44,blue-collar,married,secondary,582.0,no,no,yes,211,1,-1,0,unknown,unknown
2056922,55,services,divorced,secondary,91.0,no,no,no,349,1,-1,0,unknown,unknown
8491421,49,services,divorced,secondary,0.0,no,yes,yes,272,1,-1,0,unknown,unknown
4676948,55,services,divorced,secondary,1.0,yes,yes,no,208,1,-1,0,unknown,unknown
6034435,45,admin.,single,secondary,206.0,no,yes,no,193,1,-1,0,unknown,unknown
1398293,47,services,divorced,secondary,164.0,no,no,no,212,1,-1,0,unknown,no
2406765,42,technician,single,secondary,690.0,no,yes,no,20,1,-1,0,unknown,unknown
3421339,59,admin.,married,secondary,2343.0,no,yes,no,1042,1,-1,0,unknown,unknown
9322790,46,self-employed,married,tertiary,137.0,no,yes,yes,246,1,-1,0,unknown,no
2165125,51,blue-collar,married,primary,173.0,no,yes,no,529,2,-1,0,unknown,unknown
4961336,56,admin.,married,secondary,45.0,no,no,no,1467,1,-1,0,unknown,yes
5869775,41,technician,married,secondary,1270.0,no,yes,no,1389,1,-1,0,unknown,unknown
8806534,46,management,divorced,secondary,16.0,no,yes,yes,188,2,-1,0,unknown,unknown
8489603,57,retired,married,secondary,486.0,no,yes,no,180,2,-1,0,unknown,unknown
3802051,42,management,single,secondary,50.0,no,no,no,48,1,-1,0,unknown,unknown
8759830,30,technician,married,secondary,152.0,no,yes,yes,213,2,-1,0,unknown,unknown
2069588,60,admin.,married,secondary,290.0,no,yes,no,583,1,-1,0,unknown,unknown
8767693,60,blue-collar,married,unknown,54.0,no,yes,no,221,1,-1,0,unknown,unknown
6816318,57,entrepreneur,divorced,secondary,-37.0,no,no,no,173,1,-1,0,unknown,unknown
9269251,36,management,married,tertiary,101.0,no,yes,yes,426,1,-1,0,unknown,unknown
5636702,55,blue-collar,married,secondary,383.0,no,no,no,287,1,-1,0,unknown,no
2066831,60,retired,married,tertiary,81.0,no,yes,no,101,1,-1,0,unknown,unknown
4778118,39,technician,married,secondary,0.0,no,yes,no,203,1,-1,0,unknown,unknown
1149222,46,management,married,tertiary,229.0,no,yes,no,197,1,-1,0,unknown,unknown
6238437,44,blue-collar,married,secondary,-674.0,no,yes,no,257,1,-1,0,unknown,no
3961768,53,blue-collar,married,primary,90.0,no,no,no,124,1,-1,0,unknown,unknown
4891054,52,blue-collar,married,primary,128.0,no,yes,no,229,1,-1,0,unknown,unknown
3850442,59,blue-collar,married,primary,179.0,no,yes,no,55,3,-1,0,unknown,no
6589085,27,technician,single,tertiary,0.0,no,yes,no,400,1,-1,0,unknown,unknown
8729511,44,blue-collar,married,secondary,54.0,no,yes,no,197,1,-1,0,unknown,unknown
1618503,47,technician,married,tertiary,151.0,no,yes,no,190,1,-1,0,unknown,unknown
4642194,34,admin.,married,secondary,61.0,no,no,yes,21,1,-1,0,unknown,no
3410461,59,retired,single,secondary,30.0,no,yes,no,514,1,-1,0,unknown,unknown
8441734,45,management,married,tertiary,523.0,no,yes,no,849,2,-1,0,unknown,unknown
3928647,29,services,divorced,secondary,31.0,no,yes,no,194,1,-1,0,unknown,unknown
5482203,46,technician,divorced,secondary,79.0,no,no,no,144,1,-1,0,unknown,unknown
6393670,56,self-employed,married,primary,-34.0,no,yes,yes,212,2,-1,0,unknown,unknown
7166020,36,blue-collar,married,primary,448.0,no,yes,no,286,1,-1,0,unknown,unknown
2192639,59,retired,divorced,primary,81.0,no,yes,no,107,1,-1,0,unknown,unknown
2800127,44,blue-collar,married,secondary,144.0,no,yes,no,247,2,-1,0,unknown,unknown
1111293,41,admin.,married,secondary,351.0,no,yes,no,518,1,-1,0,unknown,unknown
7427353,33,management,single,tertiary,-67.0,no,yes,no,364,1,-1,0,unknown,no
3414785,59,management,divorced,tertiary,262.0,no,no,no,178,1,-1,0,unknown,unknown
4931234,57,technician,married,primary,0.0,no,no,no,98,1,-1,0,unknown,unknown
1042164,56,technician,divorced,unknown,56.0,no,yes,no,439,1,-1,0,unknown,unknown
6370630,51,blue-collar,married,secondary,26.0,no,yes,no,79,1,-1,0,unknown,unknown
6565705,34,admin.,married,unknown,3.0,no,yes,no,120,3,-1,0,unknown,unknown
2202998,43,services,married,secondary,41.0,no,yes,yes,127,2,-1,0,unknown,unknown
5039234,52,technician,married,tertiary,7.0,no,no,yes,175,1,-1,0,unknown,unknown
6178169,33,technician,single,secondary,105.0,no,yes,no,262,2,-1,0,unknown,unknown
9078860,29,admin.,single,secondary,818.0,no,yes,yes,61,1,-1,0,unknown,unknown
9112260,34,services,married,secondary,-16.0,no,yes,yes,78,1,-1,0,unknown,unknown
2143741,31,blue-collar,married,secondary,0.0,no,yes,no,143,1,-1,0,unknown,no
5076215,55,services,married,secondary,2476.0,no,yes,no,579,1,-1,0,unknown,unknown
9596249,55,management,married,unknown,1185.0,no,no,no,677,1,-1,0,unknown,unknown
9797521,32,admin.,single,secondary,217.0,no,yes,no,345,1,-1,0,unknown,unknown
4628039,38,technician,single,secondary,1685.0,no,yes,no,185,1,-1,0,unknown,unknown
7159963,55,admin.,single,secondary,802.0,no,yes,yes,100,2,-1,0,unknown,unknown
8800044,28,unemployed,single,tertiary,0.0,no,yes,no,125,2,-1,0,unknown,unknown
9655449,23,blue-collar,married,secondary,94.0,no,yes,no,193,1,-1,0,unknown,unknown
6476592,32,technician,single,secondary,0.0,no,yes,no,136,1,-1,0,unknown,unknown
9598243,43,services,single,unknown,0.0,no,no,no,73,1,-1,0,unknown,unknown
3285730,32,blue-collar,married,secondary,517.0,no,yes,no,528,1,-1,0,unknown,no
4416047,46,blue-collar,married,secondary,265.0,no,yes,no,541,1,-1,0,unknown,unknown
4560178,53,housemaid,divorced,primary,947.0,no,yes,no,163,1,-1,0,unknown,unknown
3598749,34,self-employed,single,secondary,3.0,no,yes,no,301,1,-1,0,unknown,unknown
4547630,57,unemployed,married,tertiary,42.0,no,no,no,46,1,-1,0,unknown,unknown
4704344,37,blue-collar,married,secondary,37.0,no,yes,no,204,1,-1,0,unknown,unknown
1420789,59,blue-collar,married,secondary,57.0,no,yes,no,98,1,-1,0,unknown,unknown
2260331,33,services,married,secondary,22.0,no,yes,no,71,1,-1,0,unknown,unknown
8966097,56,blue-collar,divorced,primary,8.0,no,yes,no,157,2,-1,0,unknown,unknown
7813014,48,unemployed,married,secondary,293.0,no,yes,no,243,1,-1,0,unknown,unknown
8767716,43,services,married,primary,3.0,no,yes,no,186,2,-1,0,unknown,unknown
9500099,54,blue-collar,married,primary,348.0,no,yes,no,579,2,-1,0,unknown,unknown
6866798,51,blue-collar,married,unknown,-19.0,no,yes,no,163,2,-1,0,unknown,unknown
3148452,26,student,single,secondary,0.0,no,yes,no,610,2,-1,0,unknown,unknown
8719827,40,management,married,tertiary,-4.0,no,yes,no,2033,1,-1,0,unknown,unknown
4363898,39,management,married,secondary,18.0,no,yes,no,85,1,-1,0,unknown,unknown
3907661,50,technician,married,primary,139.0,no,no,no,114,2,-1,0,unknown,unknown
8723605,41,services,married,secondary,0.0,no,yes,no,114,2,-1,0,unknown,unknown
2143014,51,blue-collar,married,unknown,1883.0,no,yes,no,57,1,-1,0,unknown,no
6073440,60,retired,divorced,secondary,216.0,no,yes,no,238,1,-1,0,unknown,unknown
2476837,52,blue-collar,married,secondary,782.0,no,yes,no,93,3,-1,0,unknown,unknown
1745205,48,blue-collar,married,secondary,904.0,no,yes,no,128,2,-1,0,unknown,unknown
6414506,48,services,married,unknown,1705.0,no,yes,no,107,1,-1,0,unknown,unknown
1882275,39,technician,single,tertiary,47.0,no,yes,no,181,1,-1,0,unknown,unknown
2802830,47,services,single,secondary,176.0,no,yes,no,303,2,-1,0,unknown,unknown
1657498,40,blue-collar,married,secondary,1225.0,no,yes,no,558,5,-1,0,unknown,unknown
6490004,45,technician,married,secondary,86.0,no,yes,no,270,1,-1,0,unknown,unknown
9811414,26,admin.,single,secondary,82.0,no,yes,no,228,1,-1,0,unknown,unknown
7998466,52,management,married,tertiary,271.0,no,yes,no,99,1,-1,0,unknown,unknown
7384428,54,technician,married,secondary,1378.0,no,yes,no,240,1,-1,0,unknown,unknown
5079583,54,admin.,married,tertiary,184.0,no,no,no,673,2,-1,0,unknown,unknown
4033604,50,blue-collar,married,primary,0.0,no,no,no,233,3,-1,0,unknown,unknown
3383483,35,blue-collar,married,secondary,0.0,no,yes,no,1056,1,-1,0,unknown,unknown
5359533,44,services,married,secondary,1357.0,no,yes,yes,250,1,-1,0,unknown,unknown
6983254,53,entrepreneur,married,unknown,19.0,no,yes,no,252,1,-1,0,unknown,unknown
1677802,35,retired,single,primary,434.0,no,no,no,138,1,-1,0,unknown,unknown
7181765,60,admin.,divorced,secondary,92.0,no,yes,no,130,1,-1,0,unknown,unknown
9937265,53,admin.,divorced,secondary,1151.0,no,yes,no,412,1,-1,0,unknown,unknown
4836368,48,unemployed,married,secondary,41.0,no,yes,no,179,2,-1,0,unknown,unknown
7346309,34,technician,married,secondary,51.0,no,yes,no,19,2,-1,0,unknown,unknown
1004928,54,services,married,secondary,214.0,no,yes,no,458,2,-1,0,unknown,unknown
3271684,51,management,married,secondary,1161.0,no,yes,no,717,1,-1,0,unknown,unknown
1807268,31,services,married,tertiary,37.0,no,yes,no,313,1,-1,0,unknown,unknown
3112577,35,technician,divorced,secondary,787.0,no,yes,no,683,2,-1,0,unknown,unknown
8890820,35,services,married,secondary,59.0,no,yes,no,1077,1,-1,0,unknown,unknown
5324746,38,technician,married,secondary,253.0,no,yes,no,416,1,-1,0,unknown,unknown
4102020,36,admin.,married,tertiary,211.0,no,yes,no,146,2,-1,0,unknown,unknown
6565405,58,retired,married,primary,235.0,no,yes,no,167,1,-1,0,unknown,unknown
6921930,40,services,divorced,unknown,4384.0,no,yes,no,315,1,-1,0,unknown,no
3314913,54,management,married,secondary,4080.0,no,no,no,140,1,-1,0,unknown,unknown
4142196,34,blue-collar,single,secondary,53.0,no,yes,yes,346,1,-1,0,unknown,unknown
2638104,31,management,single,tertiary,0.0,no,yes,no,562,1,-1,0,unknown,unknown
2475216,51,retired,married,secondary,2127.0,no,yes,no,172,1,-1,0,unknown,unknown
7340635,33,management,married,tertiary,377.0,no,yes,no,217,1,-1,0,unknown,unknown
4261644,55,management,married,tertiary,73.0,no,yes,no,142,2,-1,0,unknown,unknown
6925627,42,admin.,married,secondary,445.0,no,yes,no,67,1,-1,0,unknown,unknown
5336890,34,blue-collar,married,secondary,243.0,no,yes,no,291,1,-1,0,unknown,unknown
5191323,33,blue-collar,single,secondary,307.0,no,yes,no,309,2,-1,0,unknown,unknown
1324602,38,services,married,secondary,155.0,no,yes,no,248,1,-1,0,unknown,unknown
6404162,50,technician,divorced,tertiary,173.0,no,no,yes,98,1,-1,0,unknown,unknown
8883244,43,management,married,tertiary,400.0,no,yes,no,256,1,-1,0,unknown,unknown
8951392,61,blue-collar,divorced,primary,1428.0,no,yes,no,82,2,-1,0,unknown,unknown
6174897,47,admin.,married,secondary,219.0,no,yes,no,577,1,-1,0,unknown,unknown
2232648,48,self-employed,married,tertiary,7.0,no,yes,no,286,1,-1,0,unknown,unknown
4623287,44,blue-collar,married,secondary,575.0,no,yes,no,477,1,-1,0,unknown,unknown
1748479,35,student,single,unknown,298.0,no,yes,no,611,2,-1,0,unknown,unknown
6397960,35,services,married,secondary,0.0,no,yes,no,471,1,-1,0,unknown,unknown
2889722,50,services,married,secondary,5699.0,no,yes,no,381,2,-1,0,unknown,unknown
4355339,41,management,married,tertiary,176.0,no,yes,yes,42,1,-1,0,unknown,no
8133570,41,management,married,tertiary,517.0,no,yes,no,251,1,-1,0,unknown,unknown
3523118,39,services,single,unknown,257.0,no,yes,no,408,1,-1,0,unknown,unknown
7364746,42,retired,married,secondary,56.0,no,yes,no,215,1,-1,0,unknown,unknown
8580377,38,blue-collar,married,secondary,-390.0,no,yes,no,287,1,-1,0,unknown,unknown
2534398,53,retired,married,secondary,330.0,no,yes,no,216,2,-1,0,unknown,unknown
2867180,59,housemaid,divorced,primary,195.0,no,no,no,366,2,-1,0,unknown,no
8127605,36,services,married,secondary,301.0,no,yes,no,210,1,-1,0,unknown,unknown
1371853,54,blue-collar,married,primary,-41.0,no,yes,no,288,1,-1,0,unknown,unknown
8291861,40,technician,married,tertiary,483.0,no,yes,no,168,1,-1,0,unknown,unknown
2173234,47,unknown,married,unknown,28.0,no,no,no,338,2,-1,0,unknown,unknown
3021052,53,unemployed,married,unknown,13.0,no,no,no,410,3,-1,0,unknown,unknown
4626123,46,housemaid,married,primary,965.0,no,no,no,177,1,-1,0,unknown,unknown
7610188,39,management,married,tertiary,378.0,no,yes,yes,127,2,-1,0,unknown,unknown
6556680,40,unemployed,married,secondary,219.0,no,yes,no,357,1,-1,0,unknown,unknown
9761115,28,blue-collar,married,primary,324.0,no,yes,no,175,1,-1,0,unknown,unknown
9172608,35,entrepreneur,divorced,secondary,-69.0,no,yes,no,300,1,-1,0,unknown,unknown
8759122,55,retired,married,secondary,0.0,no,no,yes,136,1,-1,0,unknown,unknown
6566665,43,technician,divorced,unknown,205.0,no,yes,no,1419,1,-1,0,unknown,unknown
9108892,48,blue-collar,married,primary,278.0,no,yes,no,125,2,-1,0,unknown,unknown
1738163,58,management,married,unknown,1065.0,no,yes,no,213,3,-1,0,unknown,unknown
1948105,33,management,single,tertiary,34.0,no,yes,no,27,1,-1,0,unknown,unknown
2523105,36,blue-collar,married,unknown,1033.0,no,no,no,238,2,-1,0,unknown,unknown
8754431,53,services,divorced,secondary,1467.0,no,yes,no,124,1,-1,0,unknown,unknown
9022167,47,blue-collar,married,primary,-12.0,no,yes,no,18,1,-1,0,unknown,unknown
8619926,31,services,married,secondary,388.0,no,yes,no,730,2,-1,0,unknown,no
5938190,57,entrepreneur,married,secondary,294.0,no,yes,no,746,2,-1,0,unknown,unknown
4266798,53,blue-collar,married,unknown,1827.0,no,no,no,121,1,-1,0,unknown,unknown
7114865,55,blue-collar,married,primary,627.0,no,yes,no,247,1,-1,0,unknown,no
2759402,45,blue-collar,married,primary,25.0,no,yes,no,40,1,-1,0,unknown,unknown
2315199,53,admin.,divorced,secondary,315.0,no,yes,no,181,2,-1,0,unknown,unknown
4348719,37,blue-collar,married,primary,0.0,no,yes,no,79,1,-1,0,unknown,unknown
8618582,44,admin.,divorced,secondary,66.0,no,yes,no,206,1,-1,0,unknown,unknown
5843599,49,blue-collar,divorced,primary,-9.0,no,yes,yes,389,1,-1,0,unknown,unknown
8902180,46,technician,married,secondary,349.0,no,yes,yes,127,1,-1,0,unknown,unknown
3748439,43,entrepreneur,married,unknown,100.0,no,yes,no,702,1,-1,0,unknown,unknown
5211007,38,admin.,married,secondary,0.0,no,no,no,151,1,-1,0,unknown,unknown
1438545,43,technician,married,secondary,434.0,no,yes,no,117,1,-1,0,unknown,no
1758633,49,management,married,tertiary,3237.0,no,yes,no,232,3,-1,0,unknown,unknown
4223043,42,management,married,unknown,275.0,no,no,no,408,2,-1,0,unknown,unknown
6943206,22,blue-collar,single,secondary,0.0,no,yes,no,179,2,-1,0,unknown,unknown
5757894,40,management,married,tertiary,207.0,no,yes,no,39,1,-1,0,unknown,unknown
8396433,39,blue-collar,married,secondary,483.0,no,yes,no,282,1,-1,0,unknown,unknown
8435629,51,services,married,secondary,2248.0,no,yes,no,714,2,-1,0,unknown,unknown
5136038,49,admin.,married,secondary,428.0,no,yes,no,50,1,-1,0,unknown,unknown
8342949,53,blue-collar,married,secondary,0.0,no,yes,yes,181,1,-1,0,unknown,unknown
2880883,34,services,single,secondary,0.0,no,yes,no,142,1,-1,0,unknown,unknown
2587792,33,technician,divorced,secondary,140.0,no,yes,no,227,1,-1,0,unknown,unknown
3457146,50,management,single,tertiary,297.0,no,yes,no,119,1,-1,0,unknown,unknown
5917631,39,blue-collar,married,primary,279.0,no,yes,no,361,1,-1,0,unknown,unknown
8289430,59,entrepreneur,divorced,secondary,901.0,no,yes,no,73,3,-1,0,unknown,unknown
2614630,30,technician,single,secondary,2573.0,no,yes,no,67,2,-1,0,unknown,unknown
9855403,36,services,married,secondary,143.0,no,yes,yes,350,1,-1,0,unknown,unknown
4735367,40,blue-collar,married,secondary,475.0,no,yes,no,332,2,-1,0,unknown,unknown
4258697,53,blue-collar,married,secondary,70.0,no,yes,no,611,2,-1,0,unknown,no
5745278,34,management,single,tertiary,318.0,no,yes,no,113,2,-1,0,unknown,unknown
7500685,37,technician,married,secondary,275.0,no,yes,no,132,1,-1,0,unknown,unknown
1183372,42,management,divorced,tertiary,742.0,no,yes,no,58,3,-1,0,unknown,unknown
2839058,41,entrepreneur,married,primary,236.0,no,yes,no,151,1,-1,0,unknown,unknown
5174273,30,student,single,tertiary,25.0,no,yes,no,89,2,-1,0,unknown,unknown
5972025,37,management,single,tertiary,600.0,no,yes,no,152,1,-1,0,unknown,unknown
5031477,39,admin.,divorced,secondary,-349.0,no,yes,no,611,2,-1,0,unknown,unknown
8319659,41,blue-collar,married,primary,183.0,no,yes,yes,110,2,-1,0,unknown,unknown
7522579,40,blue-collar,married,primary,0.0,no,yes,no,463,1,-1,0,unknown,unknown
6581050,42,management,single,tertiary,0.0,no,yes,yes,562,2,-1,0,unknown,unknown
3316223,40,blue-collar,divorced,primary,0.0,no,yes,no,962,1,-1,0,unknown,unknown
4264839,57,technician,married,secondary,1078.0,no,yes,no,10,4,-1,0,unknown,unknown
8830870,56,entrepreneur,divorced,secondary,155.0,no,no,no,118,3,-1,0,unknown,unknown
5118507,37,admin.,married,secondary,190.0,no,yes,no,92,2,-1,0,unknown,unknown
6726131,59,retired,married,secondary,319.0,no,yes,no,143,3,-1,0,unknown,no
4668216,39,services,divorced,secondary,-185.0,no,yes,no,189,3,-1,0,unknown,unknown
5011344,49,services,married,secondary,47.0,no,no,no,234,2,-1,0,unknown,no
4600755,38,services,single,secondary,570.0,no,yes,no,75,2,-1,0,unknown,unknown
4329228,36,self-employed,married,tertiary,19.0,no,no,no,189,2,-1,0,unknown,unknown
2506597,50,blue-collar,married,primary,61.0,no,yes,no,621,3,-1,0,unknown,unknown
1872393,41,admin.,married,secondary,-62.0,no,yes,yes,55,2,-1,0,unknown,unknown
6688259,54,technician,married,tertiary,258.0,no,no,no,310,4,-1,0,unknown,unknown
8746922,58,blue-collar,married,primary,76.0,no,yes,no,156,2,-1,0,unknown,unknown
4677312,30,blue-collar,single,secondary,0.0,no,yes,no,5,2,-1,0,unknown,unknown
5345216,33,admin.,single,secondary,352.0,no,yes,no,225,2,-1,0,unknown,unknown
2253055,47,admin.,married,secondary,368.0,no,yes,no,125,2,-1,0,unknown,unknown
1983572,50,technician,single,tertiary,339.0,no,yes,no,2,3,-1,0,unknown,unknown
2025436,32,blue-collar,married,secondary,1331.0,no,yes,no,286,2,-1,0,unknown,unknown
8403553,40,self-employed,married,secondary,672.0,no,yes,no,164,2,-1,0,unknown,unknown
1115532,37,management,married,tertiary,58.0,no,yes,no,98,2,-1,0,unknown,unknown
1611454,54,technician,single,unknown,447.0,no,yes,no,742,2,-1,0,unknown,unknown
1134326,24,student,single,secondary,423.0,no,yes,no,226,3,-1,0,unknown,unknown
1571609,54,management,married,tertiary,0.0,no,no,no,120,2,-1,0,unknown,unknown
1419511,34,technician,married,secondary,19.0,no,yes,no,362,4,-1,0,unknown,unknown
6221416,56,technician,divorced,primary,13.0,no,yes,no,357,2,-1,0,unknown,unknown
1696657,31,blue-collar,single,secondary,3.0,no,yes,no,200,2,-1,0,unknown,unknown
6484788,24,student,single,secondary,82.0,no,yes,no,204,2,-1,0,unknown,unknown
6016539,42,blue-collar,divorced,primary,28.0,no,yes,no,126,3,-1,0,unknown,unknown
5232586,57,technician,married,secondary,792.0,no,yes,no,65,2,-1,0,unknown,unknown
6894035,42,blue-collar,married,unknown,408.0,no,yes,no,107,2,-1,0,unknown,unknown
6783891,51,admin.,married,secondary,531.0,no,yes,no,267,2,-1,0,unknown,unknown
5334725,57,retired,married,secondary,211.0,no,yes,no,248,2,-1,0,unknown,unknown
2170808,36,services,single,secondary,62.0,no,yes,no,215,2,-1,0,unknown,unknown
5513912,53,services,married,unknown,257.0,no,yes,no,209,2,-1,0,unknown,unknown
1032821,50,technician,married,secondary,1234.0,no,yes,no,205,2,-1,0,unknown,unknown
8145049,54,management,married,tertiary,313.0,no,yes,no,83,2,-1,0,unknown,unknown
9111324,55,blue-collar,married,secondary,89.0,no,yes,no,106,3,-1,0,unknown,unknown
6872040,44,blue-collar,married,secondary,129.0,no,yes,yes,189,2,-1,0,unknown,unknown
8200321,43,management,married,unknown,0.0,no,yes,no,105,2,-1,0,unknown,unknown
1901007,56,admin.,married,secondary,353.0,no,yes,no,106,2,-1,0,unknown,unknown
1331238,54,technician,married,unknown,851.0,no,yes,no,108,2,-1,0,unknown,unknown
1588291,55,services,divorced,primary,96.0,no,yes,yes,311,2,-1,0,unknown,unknown
5352894,37,services,divorced,secondary,398.0,no,yes,yes,214,2,-1,0,unknown,unknown
